Name	Fl	Inventory	Index	BirthCountry	WorkCountry	Ethnicity	Woman
Tolstoy, Alexey N.	1922	Literature	7.30	Russia	Russia	Slavic	0
Tolstoy, Leo	1868	Literature	40.53	Russia	Russia	Slavic	0
Tomkins, Thomas	1612	Music	1.74	Britain	Britain	English	0
Torelli, Giuseppe	1698	Music	3.45	Italy	Italy	Italian	0
Toulouse-Lautrec, Henri de	1901	Art	18.65	France	France	French	0
Tourneur, Cyril	1615	Literature	1.61	Britain	Britain	English	0
Traëtta, Tommaso	1767	Music	3.32	Italy	Italy	Italian	0
Traini, Francesco	1361	Art	3.31	Italy	Italy	Italian	0
Trakl, Georg	1914	Literature	5.48	Austria	Austria	Germanic	0
Trissino, Giovanni	1518	Literature	2.43	Italy	Italy	Italian	0
Tritonius, Petrus	1505	Music	1.17	Austria	Austria	Germanic	0
Trollope, Anthony	1855	Literature	5.91	Britain	Britain	English	0
Tromboncino, Bartolomeo	1510	Music	2.05	Italy	Italy	Italian	0
Tunder, Franz	1654	Music	1.08	Germany	Germany	Germanic	0
Tura, Cosimo	1470	Art	6.55	Italy	Italy	Italian	0
Turgenev, Ivan	1853	Literature	24.30	Russia	Russia	Slavic	0
Turner, Joseph	1815	Art	25.74	Britain	Britain	English	0
Tye, Christopher	1540	Music	1.81	Britain	Britain	English	0
Tyrtaeus of Sparta	-680	Literature	3.14	Ancient Greece	Ancient Greece	Ancient Greek	0
Tyutchev, Fedor	1843	Literature	3.38	Russia	Russia	Slavic	0
Tzara, Tristan	1936	Literature	4.15	Balkans	Balkans	Jewish	0
Uccello, Paolo	1437	Art	16.38	Italy	Italy	Italian	0
Uhland, Johann	1827	Literature	5.47	Germany	Germany	Germanic	0
Ulrich von Lichtenstein	1240	Literature	0.99	Austria	Germany	Germanic	0
Unamuno, Miguel de 	1904	Literature	11.68	Spain	Spain	Basque	0
Undset, Sigrid	1922	Literature	5.64	Norway	Norway	Norwegian	0
Ungaretti, Giuseppe	1928	Literature	5.00	Italy	Italy	Italian	0
Valdés Leal, Juan de	1662	Art	1.03	Spain	Spain	Spanish	0
Valentin de Boulogne	1632	Art	1.43	France	Italy	French	0
Valery, Paul	1911	Literature	19.00	France	France	French	0
Vantongerloo, Georges	1926	Art	3.49	Belgium	Belgium	Flemish	0
Varèse, Edgard	1923	Music	7.94	France	France	French	0
Vasari, Giorgio	1551	Art	19.20	Italy	Italy	Italian	0
Vaughan Williams, Ralph 	1912	Music	8.84	Britain	Britain	English	0
Vaughan, Henry	1661	Literature	2.00	Britain	Britain	English	0
Vauvenargues, Luc	1747	Literature	4.11	France	France	French	0
Vecchi, Orazio	1590	Music	2.51	Italy	Italy	Italian	0
Velazquez, Diego y 	1639	Art	42.96	Spain	Spain	Spanish	0
Veldeke, Hendrik van	1180	Literature	1.92	Belgium	Belgium	Flemish	0
Veracini, Francesco	1730	Music	1.16	Italy	Italy	Italian	0
Verdelot, Philippe	1535	Music	2.80	France	Italy	French	0
Verdi, Giuseppe	1853	Music	30.26	Italy	Italy	Italian	0
Verga, Giovanni	1880	Literature	8.10	Italy	Italy	Italian	0
Verhaeren, Emile	1895	Literature	7.80	Belgium	Belgium	Flemish	0
Verlaine, Paul	1884	Literature	22.24	France	France	French	0
Vermeer, Jan	1672	Art	24.22	Netherlands	Netherlands	Dutch	0
Veronese (Caliari)	1568	Art	19.04	Italy	Italy	Italian	0
Verrocchio (di Cione)	1475	Art	22.38	Italy	Italy	Italian	0
Viadana, Ludovico	1600	Music	1.61	Italy	Italy	Italian	0
Vicente, Gil	1510	Literature	6.60	Portugal	Portugal	Portuguese	0
Vicentino, Nicola	1551	Music	1.80	Italy	Italy	Italian	0
Vico, Giambattista	1708	Philosophy	2.43	Italy	Italy	Italian	0
Victoria, Tomás de	1588	Music	5.79	Spain	Italy	Spanish	0
Vien, Joseph	1756	Art	1.94	France	France	French	0
Vigee-Lebrun, Marie	1795	Art	2.98	France	France	French	1
Vigny, Alfred de	1837	Literature	9.78	France	France	French	0
Villehardouin, Geoffroy de	1205	Literature	1.01	France	France	French	0
Villiers de L’Isle Adam, Auguste	1878	Literature	4.20	France	France	French	0
Villon, François	1463	Literature	13.86	France	France	French	0
Vinci, Leonardo	1730	Music	2.21	Italy	Italy	Italian	0
Virdung, Sebastian	1505	Music	1.13	Germany	Germany	Germanic	0
Virgil	-30	Literature	56.02	Rome	Rome	Ancient Roman	0
Vitale da Bologna (Cavalli)	1369	Art	3.48	Italy	Italy	Italian	0
Vitali, Giovanni	1672	Music	2.14	Italy	Italy	Italian	0
Vittorini, Elio	1948	Literature	4.59	Italy	Italy	Italian	0
Vivaldi, Antonio	1715	Music	14.78	Italy	Italy	Italian	0
Vivarini Brothers	1480	Art	1.28	Italy	Italy	Italian	0
Vlaminck, Maurice de	1916	Art	5.22	France	France	French	0
Vogel, Wladimir	1936	Music	1.24	Russia	Germany	Slavic	0
Vogler, Georg Joseph	1789	Music	2.19	Germany	Germany	Germanic	0
Voiture, Vincent	1638	Literature	3.28	France	France	French	0
Voltaire, François (Arouet)	1734	Literature	46.90	France	France	French	0
Vondel, Joost van den	1627	Literature	6.41	Netherlands	Netherlands	Dutch	0
Vörösmarty, Mihaly	1840	Literature	3.02	Hungary	Hungary	Hungarian	0
Voss, Johann Heinrich	1791	Literature	2.69	Germany	Germany	Germanic	0
Vouet, Simon	1630	Art	4.34	France	France	French	0
Vrchlicky, Jaroslav (Frida)	1893	Literature	2.70	Czech	Czech	Czech	0
Vries, Adriaen de	1600	Art	1.00	Netherlands	Germany	Dutch	0
Vuillard, Edouard	1908	Art	5.21	France	France	French	0
Vulpius, Melchior 	1610	Music	1.00	Germany	Germany	Germanic	0
Wackenroder, Wilhelm	1798	Literature	3.38	Germany	Germany	Germanic	0
Wagenseil, Georg	1755	Music	1.96	Austria	Austria	Germanic	0
Wagner, Richard	1853	Music	79.55	Germany	Germany	Germanic	0
Walpole, Horace	1757	Literature	3.85	Britain	Britain	English	0
Walser, Robert	1918	Literature	1.39	Switzerland	Switzerland	Germanic	0
Walter, Johann	1536	Music	3.86	Germany	Germany	Germanic	0
Walther von der Vogelweide	1210	Literature	5.22	Austria	Germany	Germanic	0
Walton, Izaak	1633	Literature	1.46	Britain	Britain	English	0
Walton, William	1942	Music	3.47	Britain	Britain	English	0
Wassermann, Jakob	1913	Literature	2.69	Germany	Germany	Jewish	0
Watteau, Jean-Antoine	1721	Art	21.40	France	France	French	0
Waugh, Evelyn	1943	Literature	2.90	Britain	Britain	English	0
Weber, Carl von	1826	Music	26.66	Germany	Germany	Germanic	0
Webern, Anton	1923	Music	18.63	Austria	Austria	Germanic	0
Webster, John	1620	Literature	4.42	Britain	Britain	English	0
Weckmann, Matthias	1659	Music	1.57	Germany	Germany	Germanic	0
Wedekind, Frank	1904	Literature	5.38	Germany	Germany	Germanic	0
Weerbeke, Gaspar van	1485	Music	1.35	Belgium	Italy	Flemish	0
Weill, Kurt	1940	Music	5.27	Germany	Germany	Jewish	0
Weinheber, Josef	1932	Literature	1.26	Austria	Austria	Germanic	0
Wellesz, Egon	1925	Music	1.59	Austria	Austria	Germanic	0
Wells, H.G.	1906	Literature	6.83	Britain	Britain	English	0
Werfel, Franz	1930	Literature	4.48	Czech	Austria	Jewish	0
Wergeland, Henrik	1845	Literature	3.10	Norway	Norway	Norwegian	0
Werner, Zacharias	1808	Literature	2.17	Germany	Germany	Germanic	0
Wert, Giaches de	1575	Music	1.63	Belgium	Italy	Flemish	0
Weyden, Rogier van der	1440	Art	22.81	Belgium	Belgium	Flemish	0
Whitehead, Alfred	1901	Philosophy	6.20	Britain	Britain	English	0
Wiechert, Ernst	1927	Literature	3.72	Germany	Germany	Germanic	0
Wieland, Christoph	1773	Literature	8.22	Germany	Germany	Germanic	0
Wilbye, John	1614	Music	1.46	Britain	Britain	English	0
Wilde, Oscar	1894	Literature	19.60	Britain	Britain	Irish	0
Willaert, Adrian	1525	Music	10.28	Belgium	Italy	Flemish	0
William of Champeaux	1110	Philosophy	0.77	France	France	French	0
Wilson, Richard	1754	Art	1.66	Britain	Britain	English	0
Winckelmann, Johann	1757	Literature	7.81	Germany	Germany	Germanic	0
Witte, Emanuel de	1657	Art	1.94	Netherlands	Netherlands	Dutch	0
Wittgenstein, Ludwig	1929	Philosophy	12.83	Austria	Britain	Jewish	0
Witz, Konrad	1440	Art	8.61	Germany	Switzerland	Germanic	0
Wolf-Ferrari, Ermanno	1916	Music	1.93	Italy	Germany	Italian	0
Wolf, Hugo	1900	Music	11.42	Austria	Austria	Germanic	0
Wolff , Christian	1719	Philosophy	5.27	Germany	Germany	Germanic	0
Wolfram von Eschenbach	1220	Literature	5.46	Switzerland	Germany	Germanic	0
Wollstonecraft, Mary (Shelley) 	1837	Literature	1.55	Britain	Britain	English	1
Woolf, Virginia	1922	Literature	12.08	Britain	Britain	English	1
Wordsworth, William	1810	Literature	20.53	Britain	Britain	English	0
Wright of Derby, Joseph	1774	Art	2.09	Britain	Britain	English	0
Wyatt, Thomas	1542	Literature	3.02	Britain	Britain	English	0
Wycherley, William	1680	Literature	2.05	Britain	Britain	English	0
Wyspianski, Stanislaw	1907	Literature	4.65	Poland	Poland	Polish	0
Xenocrates of Chalcedon	-355	Philosophy	1.13	Ancient Greece	Ancient Greece	Ancient Greek	0
Xenophanes of Colophon	-540	Philosophy	2.89	Ancient Greece	Ancient Greece	Ancient Greek	0
Xenophon of Athens	-395	Literature	8.06	Ancient Greece	Ancient Greece	Ancient Greek	0
Yeats, William	1905	Literature	18.82	Britain	Britain	Irish	0
Young, Edward	1723	Literature	10.08	Britain	Britain	English	0
Zachow, Friedrich	1703	Music	1.66	Germany	Germany	Germanic	0
Zamyatin, Yevgeny	1924	Literature	3.51	Russia	Russia	Slavic	0
Zelter, Carl Friedrich	1798	Music	3.24	Germany	Germany	Germanic	0
Zemlinsky, Alexander von	1911	Music	1.38	Austria	Austria	Germanic	0
Zeno of Citium 	-295	Philosophy	4.47	Ancient Greece	Ancient Greece	Ancient Greek	0
Zeno of Elea	-450	Philosophy	3.94	Ancient Greece	Ancient Greece	Ancient Greek	0
Zeromski, Stefan	1904	Literature	2.78	Poland	Poland	Polish	0
Zola, Emile	1880	Literature	31.44	France	France	French	0
Zorrilla y Moral, Jose	1857	Literature	5.27	Spain	Spain	Spanish	0
Zoshchenko, Mikhail	1935	Literature	4.11	Russia	Russia	Slavic	0
Zuccaro, Federico	1582	Art	2.80	Italy	Italy	Italian	0
Zuccaro, Taddeo	1566	Art	2.11	Italy	Italy	Italian	0
Zuckmayer, Carl	1936	Literature	2.65	Germany	Germany	Germanic	0
Zumsteeg, Johann	1800	Music	2.36	Germany	Germany	Germanic	0
Zurbaran, Francisco	1638	Art	10.03	Spain	Spain	Spanish	0
Zweig, Stefan	1921	Literature	3.52	Austria	Austria	Jewish	0
